system:index,101,102,103,104,201,202,203,204,301,302,303,304,401,402,403,404,BuiltUp19,BuiltUp21,Field19,Field21,Vegetation19,Vegetation21,Water19,Water21,geometryArea,.geo
0,539548.278431373,31190.63921568628,9802.835294117647,31747.533333333333,124298.81960784316,310249.47058823536,2468.9843137254898,57605.62745098037,9647.082352941177,2449.321568627451,24951.650980392158,1173.5294117647059,73416.76470588235,103569.26666666663,870.6078431372549,1190154.4745098033,3.307645419576287E8,2.9895173659279084E8,9.146948226299431E8,8.564849564861665E8,4.0928208624496686E8,4.993691701226101E8,2.5500683752459843E7,2.5436944484078683E7,1.6776856621713402E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
