Class,2019,2021,percentChange
Built Up,127.70831735815781,115.42538092385747,-0.0961796121692909
Field,353.16402418144526,330.68917238848127,-0.06363856523907167
Vegetation,158.02397152315322,192.80662939096914,0.22011000946599837
Water,9.845823842648588,9.821214086516866,-0.0024995121307291508
